"DLL Page Link","Record title","Alternative Title","Work Authority","Work Abbreviated","Has Part","Part Of","References","Creator","Attributed to","Dubious/Spurious Attribution","DLL Identifier","PHI Number","Stoa Number","CTS URN"
"https://catalog.digitallatin.org/dll-work/W5093","","","LLT-A","","","","","Peter Damian, Saint","","","W5093","","",""
"https://catalog.digitallatin.org/dll-work/W3219","","","LLT-A","","","","","Peter, the Venerable","","","W3219","","",""
"https://catalog.digitallatin.org/dll-work/W1296","","","MGH","","","","","Peter Damian, Saint","","","W1296","","",""
"https://catalog.digitallatin.org/dll-work/W1292","","","LLT-A","","","","","Peter Damian, Saint","","Dubiously/Spuriously Attributed","W1292","","",""
"https://catalog.digitallatin.org/dll-work/W4454","","","MGH","","","","","Rangerius, Bishop of Lucca","","","W4454","","",""
"https://catalog.digitallatin.org/dll-work/W4987","","","LLT-A","","","","","Radboud, Bishop of Utrecht","","","W4987","","",""
"https://catalog.digitallatin.org/dll-work/W4148","","","LLT-A","","","","","Ratherius, of Verona","","","W4148","","",""
"https://catalog.digitallatin.org/dll-work/W1441","","","Perseus Catalog","","","","","Radegunda, Queen, consort of Clotaire I, King of the Franks","","","W1441","","stoa0242b.stoa001","urn:cts:latinLit:stoa0242b.stoa001"
"https://catalog.digitallatin.org/dll-work/W4999","","","LLT-A","","","","","Radolf, of Liège","","","W4999","","",""
"https://catalog.digitallatin.org/dll-work/W4125","","","LLT-A","","","","","Ratherius, of Verona","","","W4125","","",""
"https://catalog.digitallatin.org/dll-work/W4123","","","LLT-A","","","","","Ratherius, of Verona","","","W4123","","",""
"https://catalog.digitallatin.org/dll-work/W4149","","","LLT-A","","","","","Ratherius, of Verona","","","W4149","","",""
"https://catalog.digitallatin.org/dll-work/W4126","","","LLT-A","","","","","Ratherius, of Verona","","","W4126","","",""
"https://catalog.digitallatin.org/dll-work/W4124","","","LLT-A","","","","","Ratherius, of Verona","","","W4124","","",""
"https://catalog.digitallatin.org/dll-work/W4122","","","LLT-A","","","","","Ratherius, of Verona","","","W4122","","",""
"https://catalog.digitallatin.org/dll-work/W1867","","","LLT-A","","","","","Ragimbold, of Cologne","","","W1867","","",""
"https://catalog.digitallatin.org/dll-work/W2428","","","LLT-A","","","","","Radulphus, Ardens","","","W2428","","",""
"https://catalog.digitallatin.org/dll-work/W2890","","","LLT-A","","","","","Radboud, Bishop of Utrecht","","","W2890","","",""
"https://catalog.digitallatin.org/dll-work/W2918","","","LLT-A","","","","","Radboud, Bishop of Utrecht","","","W2918","","",""
"https://catalog.digitallatin.org/dll-work/W2926","","","LLT-A","","","","","Radboud, Bishop of Utrecht","","","W2926","","",""
"https://catalog.digitallatin.org/dll-work/W2911","","","LLT-A","","","","","Radboud, Bishop of Utrecht","","","W2911","","",""
"https://catalog.digitallatin.org/dll-work/W2919","","","LLT-A","","","","","Radboud, Bishop of Utrecht","","","W2919","","",""
"https://catalog.digitallatin.org/dll-work/W2933","","","LLT-A","","","","","Radboud, Bishop of Utrecht","","","W2933","","",""
"https://catalog.digitallatin.org/dll-work/W2937","","","LLT-A","","","","","Radboud, Bishop of Utrecht","","","W2937","","",""
"https://catalog.digitallatin.org/dll-work/W2982","","","LLT-A","","","","","Redemptus, clericus Hispalensis","","","W2982","","",""
"https://catalog.digitallatin.org/dll-work/W3051","","","Perseus Catalog","","","","","Raimond, d'Aguilers","","","W3051","","stoa0241a.stoa001","urn:cts:latinLit:stoa0241a.stoa001"
"https://catalog.digitallatin.org/dll-work/W3578","","","MGH","","","","","Rahewin","","","W3578","","",""
"https://catalog.digitallatin.org/dll-work/W4120","","","LLT-A","","","","","Ratherius, of Verona","","","W4120","","",""
"https://catalog.digitallatin.org/dll-work/W4177","","","LLT-A","","","","","Ratherius, of Verona","","","W4177","","",""
"https://catalog.digitallatin.org/dll-work/W4154","","","LLT-A","","","","","Ratherius, of Verona","","","W4154","","",""
"https://catalog.digitallatin.org/dll-work/W4165","","","LLT-A","","","","","Ratherius, of Verona","","","W4165","","",""
"https://catalog.digitallatin.org/dll-work/W4145","","","LLT-A","","","","","Ratherius, of Verona","","","W4145","","",""
"https://catalog.digitallatin.org/dll-work/W4162","","","LLT-A","","","","","Ratherius, of Verona","","","W4162","","",""
"https://catalog.digitallatin.org/dll-work/W4142","","","LLT-A","","","","","Ratherius, of Verona","","","W4142","","",""
"https://catalog.digitallatin.org/dll-work/W4159","","","LLT-A","","","","","Ratherius, of Verona","","","W4159","","",""
"https://catalog.digitallatin.org/dll-work/W4157","","","LLT-A","","","","","Ratherius, of Verona","","","W4157","","",""
"https://catalog.digitallatin.org/dll-work/W4166","","","LLT-A","","","","","Ratherius, of Verona","","","W4166","","",""
"https://catalog.digitallatin.org/dll-work/W4146","","","LLT-A","","","","","Ratherius, of Verona","","","W4146","","",""
"https://catalog.digitallatin.org/dll-work/W4152","","","LLT-A","","","","","Ratherius, of Verona","","","W4152","","",""
"https://catalog.digitallatin.org/dll-work/W4161","","","LLT-A","","","","","Ratherius, of Verona","","","W4161","","",""
"https://catalog.digitallatin.org/dll-work/W4144","","","LLT-A","","","","","Ratherius, of Verona","","","W4144","","",""
"https://catalog.digitallatin.org/dll-work/W4158","","","LLT-A","","","","","Ratherius, of Verona","","","W4158","","",""
"https://catalog.digitallatin.org/dll-work/W4114","","","MGH","","","","","Ratpert","","","W4114","","",""
"https://catalog.digitallatin.org/dll-work/W4168","","","LLT-A","","","","","Ratherius, of Verona","","","W4168","","",""
"https://catalog.digitallatin.org/dll-work/W4175","","","LLT-A","","","","","Ratherius, of Verona","","","W4175","","",""
"https://catalog.digitallatin.org/dll-work/W4190","","","LLT-A","","","","","Ratherius, of Verona","","","W4190","","",""
"https://catalog.digitallatin.org/dll-work/W4172","","","LLT-A","","","","","Ratherius, of Verona","","","W4172","","",""
"https://catalog.digitallatin.org/dll-work/W4187","","","LLT-A","","","","","Ratherius, of Verona","","","W4187","","",""
"https://catalog.digitallatin.org/dll-work/W4169","","","LLT-A","","","","","Ratherius, of Verona","","","W4169","","",""
"https://catalog.digitallatin.org/dll-work/W4178","","","LLT-A","","","","","Ratherius, of Verona","","","W4178","","",""
"https://catalog.digitallatin.org/dll-work/W4176","","","LLT-A","","","","","Ratherius, of Verona","","","W4176","","",""
"https://catalog.digitallatin.org/dll-work/W4171","","","LLT-A","","","","","Ratherius, of Verona","","","W4171","","",""
"https://catalog.digitallatin.org/dll-work/W4185","","","LLT-A","","","","","Ratherius, of Verona","","","W4185","","",""
"https://catalog.digitallatin.org/dll-work/W4167","","","MGH","","","","","Ratherius, of Verona","","","W4167","","",""
"https://catalog.digitallatin.org/dll-work/W2053","","","Perseus Catalog","","","","","Bury, Richard de, 1287-1345","","","W2053","","stoa0065.stoa001","urn:cts:latinLit:stoa0065.stoa001"
"https://catalog.digitallatin.org/dll-work/W2891","","","MGH","","","","","Richer, of Senones","","","W2891","","",""
"https://catalog.digitallatin.org/dll-work/W2966","","","MGH","","","","","Rudolf, of Fulda","","","W2966","","",""
"https://catalog.digitallatin.org/dll-work/W2972","","","MGH","","","","","Rudolf, of Fulda","","","W2972","","",""
"https://catalog.digitallatin.org/dll-work/W3428","","","LLT-A","","","","","Rupert, of Deutz","","","W3428","","",""
"https://catalog.digitallatin.org/dll-work/W3424","","","LLT-A","","","","","Rupert, of Deutz","","","W3424","","",""
"https://catalog.digitallatin.org/dll-work/W3433","","","LLT-A","","","","","Rupert, of Deutz","","","W3433","","",""
"https://catalog.digitallatin.org/dll-work/W3421","","","LLT-A","","","","","Rupert, of Deutz","","","W3421","","",""
"https://catalog.digitallatin.org/dll-work/W3454","","","LLT-A","","","","","Rupert, of Deutz","","","W3454","","",""
"https://catalog.digitallatin.org/dll-work/W3459","","","LLT-A","","","","","Rupert, of Deutz","","","W3459","","",""
"https://catalog.digitallatin.org/dll-work/W3456","","","LLT-A","","","","","Rupert, of Deutz","","","W3456","","",""
"https://catalog.digitallatin.org/dll-work/W3446","","","LLT-A","","","","","Rupert, of Deutz","","","W3446","","",""
"https://catalog.digitallatin.org/dll-work/W3463","","","LLT-A","","","","","Rupert, of Deutz","","","W3463","","",""
"https://catalog.digitallatin.org/dll-work/W3470","","","LLT-A","","","","","Rupert, of Deutz","","","W3470","","",""
"https://catalog.digitallatin.org/dll-work/W3478","","","LLT-A","","","","","Rupert, of Deutz","","","W3478","","",""
"https://catalog.digitallatin.org/dll-work/W3485","","","LLT-A","","","","","Rupert, of Deutz","","","W3485","","",""
"https://catalog.digitallatin.org/dll-work/W3752","","","LLT-B;MGH","","","","","Bacon, Roger, 1214?-1294","","","W3752","","",""
"https://catalog.digitallatin.org/dll-work/W3871","","","LLT-A","","","","","Richard, of St. Victor, -1173","","","W3871","","",""
"https://catalog.digitallatin.org/dll-work/W3851","","","LLT-A","","","","","Richard, of St. Victor, -1173","","","W3851","","",""
"https://catalog.digitallatin.org/dll-work/W3880","","","LLT-A","","","","","Richard, of St. Victor, -1173","","","W3880","","",""
"https://catalog.digitallatin.org/dll-work/W4239","","","LLT-B","","","","","Remigius, of Auxerre","","","W4239","","stoa0241d.stoa001","urn:cts:latinLit:stoa0241d.stoa001"
"https://catalog.digitallatin.org/dll-work/W4219","","","LLT-B","","","","","Remigius, of Auxerre","","","W4219","","",""
"https://catalog.digitallatin.org/dll-work/W4263","","","LLT-B","","","","","Remigius, of Auxerre","","","W4263","","",""
"https://catalog.digitallatin.org/dll-work/W4256","","","LLT-A","","","","","Remigius, of Auxerre","","","W4256","","",""
"https://catalog.digitallatin.org/dll-work/W4251","","","Perseus Catalog","","","","","Remigius, of Auxerre","","","W4251","","stoa0241d.stoa002","urn:cts:latinLit:stoa0241d.stoa002"
"https://catalog.digitallatin.org/dll-work/W5047","","","MGH","","","","","Reiner, of Liège ","","","W5047","","",""
"https://catalog.digitallatin.org/dll-work/W5109","","","LLT-B","","","","","Robert, of Melun, Bishop of Hereford","","","W5109","","",""
"https://catalog.digitallatin.org/dll-work/W4281","","","LLT-A","","","","","Remigius, of Auxerre","","","W4281","","",""
"https://catalog.digitallatin.org/dll-work/W4279","","","LLT-A","","","","","Remigius, of Auxerre","","","W4279","","",""
"https://catalog.digitallatin.org/dll-work/W5051","","","MGH","","","","","Reiner, of Liège ","","","W5051","","",""
"https://catalog.digitallatin.org/dll-work/W3792","","","MGH","","","","","Richer, of Saint-Rémy","","","W3792","","stoa0242a.stoa001","urn:cts:latinLit:stoa0242a.stoa001"
"https://catalog.digitallatin.org/dll-work/W3730","","","MGH","","","","","Bacon, Roger, 1214?-1294","","","W3730","","",""
"https://catalog.digitallatin.org/dll-work/W3467","","","LLT-A","","","","","Rupert, of Deutz","","","W3467","","",""
"https://catalog.digitallatin.org/dll-work/W3464","","","LLT-A","","","","","Rupert, of Deutz","","","W3464","","",""
"https://catalog.digitallatin.org/dll-work/W2821","","","LLT-A","","","","","Rimbert, Saint, Archbishop of Hamburg and Bremen, approximately 830-888","","","W2821","","",""
"https://catalog.digitallatin.org/dll-work/W1135","","","LLT-B","","","","","Robert, of Melun, Bishop of Hereford","","","W1135","","",""
"https://catalog.digitallatin.org/dll-work/W5338","","","LLT-A","","","","","Rupert, of Deutz","","","W5338","","",""
"https://catalog.digitallatin.org/dll-work/W5337","","","LLT-A","","","","","Rupert, of Deutz","","","W5337","","",""
"https://catalog.digitallatin.org/dll-work/W5279","","","MGH","","","","","Reiner, of Liège ","","","W5279","","",""
"https://catalog.digitallatin.org/dll-work/W442","","","MGH","","","","","Ruotger","","","W442","","",""
"https://catalog.digitallatin.org/dll-work/W1117","","","LLT-B","","","","","Robert, of Melun, Bishop of Hereford","","","W1117","","",""
"https://catalog.digitallatin.org/dll-work/W1766","","","MGH","","","","","Reiner, of Liège ","","","W1766","","",""
"https://catalog.digitallatin.org/dll-work/W1770","","","MGH","","","","","Reiner, of Liège ","","","W1770","","",""
"https://catalog.digitallatin.org/dll-work/W1792","","","MGH","","","","","Reiner, of Liège ","","","W1792","","",""
"https://catalog.digitallatin.org/dll-work/W1810","","","MGH","","","","","Reiner, of Liège ","","","W1810","","",""
"https://catalog.digitallatin.org/dll-work/W1818","","","MGH","","","","","Reiner, of Liège ","","","W1818","","",""
"https://catalog.digitallatin.org/dll-work/W1844","","","MGH","","","","","Roger, of Hoveden","","","W1844","","",""
"https://catalog.digitallatin.org/dll-work/W1817","","","MGH","","","","","Roger, of Hoveden","","","W1817","","",""
"https://catalog.digitallatin.org/dll-work/W3468","","","LLT-A","","","","","Rupert, of Deutz","","","W3468","","",""
"https://catalog.digitallatin.org/dll-work/W3465","","","LLT-A","","","","","Rupert, of Deutz","","","W3465","","",""
"https://catalog.digitallatin.org/dll-work/W1368","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1368","","",""
"https://catalog.digitallatin.org/dll-work/W5335","","","LLT-A","","","","","Rupert, of Deutz","","","W5335","","",""
"https://catalog.digitallatin.org/dll-work/W5306","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W5306","","",""
"https://catalog.digitallatin.org/dll-work/W5308","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W5308","","",""
"https://catalog.digitallatin.org/dll-work/W639","","","LLT-B","","","","","Saxo, Grammaticus","","","W639","","",""
"https://catalog.digitallatin.org/dll-work/W1390","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1390","","stoa0253.stoa001","urn:cts:latinLit:stoa0253.stoa001"
"https://catalog.digitallatin.org/dll-work/W1402","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1402","","",""
"https://catalog.digitallatin.org/dll-work/W1407","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1407","","",""
"https://catalog.digitallatin.org/dll-work/W1429","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1429","","",""
"https://catalog.digitallatin.org/dll-work/W1411","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1411","","",""
"https://catalog.digitallatin.org/dll-work/W1450","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1450","","",""
"https://catalog.digitallatin.org/dll-work/W1426","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1426","","",""
"https://catalog.digitallatin.org/dll-work/W1409","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1409","","",""
"https://catalog.digitallatin.org/dll-work/W1424","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1424","","",""
"https://catalog.digitallatin.org/dll-work/W1408","","","LLT-B","","","","","Sedulius, Scotus, active 848-860","","","W1408","","",""
"https://catalog.digitallatin.org/dll-work/W1437","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1437","","",""
"https://catalog.digitallatin.org/dll-work/W1452","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1452","","",""
"https://catalog.digitallatin.org/dll-work/W1457","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1457","","",""
"https://catalog.digitallatin.org/dll-work/W1455","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1455","","",""
"https://catalog.digitallatin.org/dll-work/W1454","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1454","","",""
"https://catalog.digitallatin.org/dll-work/W2655","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2655","","",""
"https://catalog.digitallatin.org/dll-work/W2660","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2660","","",""
"https://catalog.digitallatin.org/dll-work/W2657","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2657","","",""
"https://catalog.digitallatin.org/dll-work/W2695","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2695","","",""
"https://catalog.digitallatin.org/dll-work/W2659","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2659","","",""
"https://catalog.digitallatin.org/dll-work/W2700","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2700","","",""
"https://catalog.digitallatin.org/dll-work/W2676","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2676","","",""
"https://catalog.digitallatin.org/dll-work/W2668","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2668","","",""
"https://catalog.digitallatin.org/dll-work/W2697","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2697","","",""
"https://catalog.digitallatin.org/dll-work/W2679","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2679","","",""
"https://catalog.digitallatin.org/dll-work/W2664","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2664","","",""
"https://catalog.digitallatin.org/dll-work/W2701","","","LLT-A","","","","","Ruusbroec, Jan van 1293-1381","","","W2701","","",""
"https://catalog.digitallatin.org/dll-work/W3430","","","LLT-A","","","","","Rupert, of Deutz","","","W3430","","",""
"https://catalog.digitallatin.org/dll-work/W3451","","","LLT-A","","","","","Rupert, of Deutz","","","W3451","","",""
"https://catalog.digitallatin.org/dll-work/W3422","","","LLT-A","","","","","Rupert, of Deutz","","","W3422","","",""
"https://catalog.digitallatin.org/dll-work/W3418","","","LLT-A","","","","","Rupert, of Deutz","","","W3418","","",""
"https://catalog.digitallatin.org/dll-work/W3425","","","LLT-A","","","","","Rupert, of Deutz","","Dubiously/Spuriously Attributed","W3425","","",""
"https://catalog.digitallatin.org/dll-work/W3434","","","LLT-A","","","","","Rupert, of Deutz","","Dubiously/Spuriously Attributed","W3434","","",""
"https://catalog.digitallatin.org/dll-work/W3455","","","LLT-A","","","","","Rupert, of Deutz","","Dubiously/Spuriously Attributed","W3455","","",""
"https://catalog.digitallatin.org/dll-work/W3460","","","LLT-A","","","","","Rupert, of Deutz","","","W3460","","",""
"https://catalog.digitallatin.org/dll-work/W3457","","","LLT-A","","","","","Rupert, of Deutz","","","W3457","","",""
"https://catalog.digitallatin.org/dll-work/W4241","","","Perseus Catalog","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4241","","stoa0262.stoa001","urn:cts:latinLit:stoa0262.stoa001"
"https://catalog.digitallatin.org/dll-work/W5089","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W5089","","",""
"https://catalog.digitallatin.org/dll-work/W1447","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1447","","",""
"https://catalog.digitallatin.org/dll-work/W1445","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1445","","",""
"https://catalog.digitallatin.org/dll-work/W1442","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1442","","",""
"https://catalog.digitallatin.org/dll-work/W1448","","","LLT-A","","","","","Sedulius, Scotus, active 848-860","","","W1448","","",""
"https://catalog.digitallatin.org/dll-work/W4927","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4927","","",""
"https://catalog.digitallatin.org/dll-work/W4926","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4926","","",""
"https://catalog.digitallatin.org/dll-work/W4280","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4280","","",""
"https://catalog.digitallatin.org/dll-work/W4278","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4278","","",""
"https://catalog.digitallatin.org/dll-work/W4282","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4282","","",""
"https://catalog.digitallatin.org/dll-work/W4259","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4259","","",""
"https://catalog.digitallatin.org/dll-work/W4180","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4180","","",""
"https://catalog.digitallatin.org/dll-work/W4183","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4183","","",""
"https://catalog.digitallatin.org/dll-work/W4209","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4209","","",""
"https://catalog.digitallatin.org/dll-work/W4205","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4205","","",""
"https://catalog.digitallatin.org/dll-work/W4181","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4181","","",""
"https://catalog.digitallatin.org/dll-work/W4212","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4212","","",""
"https://catalog.digitallatin.org/dll-work/W4213","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4213","","",""
"https://catalog.digitallatin.org/dll-work/W4221","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4221","","",""
"https://catalog.digitallatin.org/dll-work/W4201","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4201","","",""
"https://catalog.digitallatin.org/dll-work/W4208","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4208","","",""
"https://catalog.digitallatin.org/dll-work/W4215","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4215","","",""
"https://catalog.digitallatin.org/dll-work/W4226","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4226","","",""
"https://catalog.digitallatin.org/dll-work/W4204","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4204","","",""
"https://catalog.digitallatin.org/dll-work/W4223","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4223","","",""
"https://catalog.digitallatin.org/dll-work/W4202","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4202","","",""
"https://catalog.digitallatin.org/dll-work/W4216","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4216","","",""
"https://catalog.digitallatin.org/dll-work/W4197","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4197","","",""
"https://catalog.digitallatin.org/dll-work/W4238","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4238","","",""
"https://catalog.digitallatin.org/dll-work/W4218","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4218","","",""
"https://catalog.digitallatin.org/dll-work/W4237","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4237","","",""
"https://catalog.digitallatin.org/dll-work/W4240","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4240","","",""
"https://catalog.digitallatin.org/dll-work/W4230","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4230","","",""
"https://catalog.digitallatin.org/dll-work/W4232","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4232","","",""
"https://catalog.digitallatin.org/dll-work/W4231","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4231","","",""
"https://catalog.digitallatin.org/dll-work/W4227","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4227","","",""
"https://catalog.digitallatin.org/dll-work/W4235","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4235","","",""
"https://catalog.digitallatin.org/dll-work/W4242","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4242","","",""
"https://catalog.digitallatin.org/dll-work/W4270","","","LLT-A;MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4270","","",""
"https://catalog.digitallatin.org/dll-work/W4262","","","LLT-A;MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4262","","",""
"https://catalog.digitallatin.org/dll-work/W4261","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4261","","",""
"https://catalog.digitallatin.org/dll-work/W4260","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4260","","",""
"https://catalog.digitallatin.org/dll-work/W4236","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4236","","",""
"https://catalog.digitallatin.org/dll-work/W4243","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4243","","",""
"https://catalog.digitallatin.org/dll-work/W4257","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4257","","",""
"https://catalog.digitallatin.org/dll-work/W4264","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","Dubiously/Spuriously Attributed","W4264","","",""
"https://catalog.digitallatin.org/dll-work/W4272","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4272","","",""
"https://catalog.digitallatin.org/dll-work/W4248","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4248","","",""
"https://catalog.digitallatin.org/dll-work/W4255","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4255","","",""
"https://catalog.digitallatin.org/dll-work/W4250","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4250","","",""
"https://catalog.digitallatin.org/dll-work/W4275","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4275","","",""
"https://catalog.digitallatin.org/dll-work/W4249","","","LLT-A","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4249","","",""
"https://catalog.digitallatin.org/dll-work/W4271","","","MGH","","","","","Sigebert, of Gembloux, approximately 1030-1112","","","W4271","","",""
"https://catalog.digitallatin.org/dll-work/W1940","","","Perseus Catalog","","","","","Tarra Monachus","","","W1940","","stoa0273b.stoa001","urn:cts:latinLit:stoa0273b.stoa001"
"https://catalog.digitallatin.org/dll-work/W2003","","Vita Hludowici Imperatoris","MGH","","","","","Thegan, Chorepiscopus of Trier, approximately 800-","","","W2003","","stoa0277.stoa001","urn:cts:latinLit:stoa0277.stoa001"
"https://catalog.digitallatin.org/dll-work/W2446","","","MGH","","","","","Theodoric, of Trier","","","W2446","","",""
"https://catalog.digitallatin.org/dll-work/W2453","","","MGH","","","","","Theodoric, of Trier","","","W2453","","",""
"https://catalog.digitallatin.org/dll-work/W2658","","","Perseus Catalog","","","","","Theodoric, King of the Ostrogoths, 454?-526","","","W2658","","stoa0277a.stoa003","urn:cts:latinLit:stoa0277a.stoa003"
"https://catalog.digitallatin.org/dll-work/W2677","","","Perseus Catalog","","","","","Theodoric, King of the Ostrogoths, 454?-526","","","W2677","","stoa0277a.stoa002","urn:cts:latinLit:stoa0277a.stoa002"
"https://catalog.digitallatin.org/dll-work/W2665","","","Perseus Catalog","","","","","Theodoric, King of the Ostrogoths, 454?-526","","","W2665","","stoa0277a.stoa004","urn:cts:latinLit:stoa0277a.stoa004"
"https://catalog.digitallatin.org/dll-work/W2696","","","Perseus Catalog","","","","","Theodoric, King of the Ostrogoths, 454?-526","","","W2696","","stoa0277a.stoa005","urn:cts:latinLit:stoa0277a.stoa005"
"https://catalog.digitallatin.org/dll-work/W2909","","","LLT-A","","","","","Stephen, of Tournai","","","W2909","","",""
"https://catalog.digitallatin.org/dll-work/W3568","","","Perseus Catalog","","","","","Taio, of Zaragoza","","","W3568","","stoa0273d.stoa001","urn:cts:latinLit:stoa0273d.stoa001"
"https://catalog.digitallatin.org/dll-work/W3602","","","Perseus Catalog","","","","","Taio, of Zaragoza","","","W3602","","stoa0273d.stoa002","urn:cts:latinLit:stoa0273d.stoa002"
"https://catalog.digitallatin.org/dll-work/W3609","","","Perseus Catalog","","","","","Taio, of Zaragoza","","","W3609","","stoa0273d.stoa003","urn:cts:latinLit:stoa0273d.stoa003"
"https://catalog.digitallatin.org/dll-work/W3590","","","MGH","","","","","Taio, of Zaragoza","","","W3590","","",""
"https://catalog.digitallatin.org/dll-work/W3711","","","Perseus Catalog","","","","","Theobaldus, Episcopus","","","W3711","","stoa0278.stoa001","urn:cts:latinLit:stoa0278.stoa001"
"https://catalog.digitallatin.org/dll-work/W3866","","","MGH","","","","","Sigehard, of Trier","","","W3866","","",""
