Author,Title,DLL Identifier,DLL Page Link
"Ignatius, of Loyola, Saint, 1491-1556",Anima Christi,W3489,https://catalog.digitallatin.org/dll-work/W3489
"Ildephonsus, Saint",De cognitione baptismi et De itinere deserti,W167,https://catalog.digitallatin.org/dll-work/W167
"Ildephonsus, Saint",De uirginitate sanctae Mariae,W166,https://catalog.digitallatin.org/dll-work/W166
"Ildephonsus, Saint",De uiris illustribus,W165,https://catalog.digitallatin.org/dll-work/W165
"Ildephonsus, Saint",Epistulae II ad Quiricum Barcinonensem,W141,https://catalog.digitallatin.org/dll-work/W141
"Ildephonsus, Saint",Hymnus de sanctis Cosma et Damiano (inc. 'Plebs Deo dicata pollens'),W140,https://catalog.digitallatin.org/dll-work/W140
"Ildephonsus, Saint",Hymnus de sancto Iohanne Baptista (inc. 'Puer hic sonat Iohannes'),W139,https://catalog.digitallatin.org/dll-work/W139
"Innocent I, Pope","Appendix. Notitia. Epistolarum non exstantium, quae ad Innocentium attinent.",W2494,https://catalog.digitallatin.org/dll-work/W2494
"Innocent I, Pope",Decreta Ex Epistolis Excerpta,W2499,https://catalog.digitallatin.org/dll-work/W2499
"Innocent I, Pope",Epistolae et Decreta,W2504,https://catalog.digitallatin.org/dll-work/W2504
"Innocent I, Pope",Epistolae Sancto Innocentio attributae,W2450,https://catalog.digitallatin.org/dll-work/W2450
"Innocent III, Pope, 1160 or 1161-1216",De miseria condicionis humane,W4050,https://catalog.digitallatin.org/dll-work/W4050
"Innocent VIII, Pope, 1432-1492",De Litteris et Notis Juris / De Casis Littera,W3781,https://catalog.digitallatin.org/dll-work/W3781
"Institoris, Heinrich, 1430-1505",Malleus maleficarum,W1588,https://catalog.digitallatin.org/dll-work/W1588
"Iotsaldus, Cluniacensis",Planctus de transitu Odilonis,W3332,https://catalog.digitallatin.org/dll-work/W3332
"Iotsaldus, Cluniacensis",Ritmus de Sancto Odilone,W3308,https://catalog.digitallatin.org/dll-work/W3308
"Iotsaldus, Cluniacensis",Vita Odilonis,W3291,https://catalog.digitallatin.org/dll-work/W3291
"Irenaeus, Saint, Bishop of Lyon",Aduersus haereses seu Detectio et euersio falso cognominatae Gnoseos,W2359,https://catalog.digitallatin.org/dll-work/W2359
"Isaac, of Stella, -1169",Sermones,W528,https://catalog.digitallatin.org/dll-work/W528
"Isidore, of Seville, Saint",Allegoriae quaedam sanctae Scripturae uel De nominibus legis et euangelii,W2589,https://catalog.digitallatin.org/dll-work/W2589
"Isidore, of Seville, Saint",Appendix Ad Libros Regum,W2639,https://catalog.digitallatin.org/dll-work/W2639
"Isidore, of Seville, Saint",Carmina,W2653,https://catalog.digitallatin.org/dll-work/W2653
"Isidore, of Seville, Saint",Chronica regum visigothorum (dub.),W2598,https://catalog.digitallatin.org/dll-work/W2598
"Isidore, of Seville, Saint",Chronicon (A. D. 615–616),W2630,https://catalog.digitallatin.org/dll-work/W2630
"Isidore, of Seville, Saint",Chronicon (A. D. 626),W2640,https://catalog.digitallatin.org/dll-work/W2640
"Isidore, of Seville, Saint",Concilia,W2637,https://catalog.digitallatin.org/dll-work/W2637
"Isidore, of Seville, Saint",De conflictu vitiorum et virtutum (dub.),W2652,https://catalog.digitallatin.org/dll-work/W2652
"Isidore, of Seville, Saint",De differentiis rerum siue Differentiae theologicae uel spiritales,W2647,https://catalog.digitallatin.org/dll-work/W2647
"Isidore, of Seville, Saint",De differentiis uerborum,W2614,https://catalog.digitallatin.org/dll-work/W2614
"Isidore, of Seville, Saint",De ecclesiasticis dogmatibus (dub.),W2627,https://catalog.digitallatin.org/dll-work/W2627
"Isidore, of Seville, Saint",De ecclesiasticis officiis,W2621,https://catalog.digitallatin.org/dll-work/W2621
"Isidore, of Seville, Saint",De fide catholica contra Iudaeos,W2631,https://catalog.digitallatin.org/dll-work/W2631
"Isidore, of Seville, Saint",De natura rerum,W2641,https://catalog.digitallatin.org/dll-work/W2641
"Isidore, of Seville, Saint",De ordine creaturarum,W2594,https://catalog.digitallatin.org/dll-work/W2594
"Isidore, of Seville, Saint",De ortu et obitu Patrum,W2606,https://catalog.digitallatin.org/dll-work/W2606
"Isidore, of Seville, Saint",De veteri et novo Testamento quaestiones,W2673,https://catalog.digitallatin.org/dll-work/W2673
"Isidore, of Seville, Saint",De viris illustribus,W2626,https://catalog.digitallatin.org/dll-work/W2626
"Isidore, of Seville, Saint","Dedicatio historiarum Gothorum, Vandalorum, Sueborum ad Sisenandum regem",W2575,https://catalog.digitallatin.org/dll-work/W2575
"Isidore, of Seville, Saint",Differentiarum libri duo,W2634,https://catalog.digitallatin.org/dll-work/W2634
"Isidore, of Seville, Saint","Differentiarum, sive de Proprietate Sermonum, Liber (Appendix XXIII)",W2588,https://catalog.digitallatin.org/dll-work/W2588
"Isidore, of Seville, Saint",Epistolae,W2602,https://catalog.digitallatin.org/dll-work/W2602
"Isidore, of Seville, Saint",Epistolae decretales,W2643,https://catalog.digitallatin.org/dll-work/W2643
"Isidore, of Seville, Saint",Etymologiarum siue Originum libri XX,W2648,https://catalog.digitallatin.org/dll-work/W2648
"Isidore, of Seville, Saint",Excerpta canonum,W4998,https://catalog.digitallatin.org/dll-work/W4998
"Isidore, of Seville, Saint",Exhortatio humilitatis (dub.),W2646,https://catalog.digitallatin.org/dll-work/W2646
"Isidore, of Seville, Saint",Exhortatio poenitendi cum consolatione et misericordia Dei (dub.),W2644,https://catalog.digitallatin.org/dll-work/W2644
"Isidore, of Seville, Saint",Expositio in Canticum Canticorum Salomonis (dub.),W2612,https://catalog.digitallatin.org/dll-work/W2612
"Isidore, of Seville, Saint",Expositio in missa (dub.),W2629,https://catalog.digitallatin.org/dll-work/W2629
"Isidore, of Seville, Saint",Glossae in Sacram Scripturam,W2582,https://catalog.digitallatin.org/dll-work/W2582
"Isidore, of Seville, Saint",Historia Gothorum,W2645,https://catalog.digitallatin.org/dll-work/W2645
"Isidore, of Seville, Saint",Historia Suevorum,W2605,https://catalog.digitallatin.org/dll-work/W2605
"Isidore, of Seville, Saint",Historia Wandalorum,W4997,https://catalog.digitallatin.org/dll-work/W4997
"Isidore, of Seville, Saint",Lamentum poenitantiae (dub.),W2604,https://catalog.digitallatin.org/dll-work/W2604
"Isidore, of Seville, Saint",Liber de Numeris (dub.),W2633,https://catalog.digitallatin.org/dll-work/W2633
"Isidore, of Seville, Saint",Liber de ortu et obitu patrum (dub.),W2624,https://catalog.digitallatin.org/dll-work/W2624
"Isidore, of Seville, Saint",Liber Glossarum,W2587,https://catalog.digitallatin.org/dll-work/W2587
"Isidore, of Seville, Saint",Liber numerorum in sanctis Scripturis occurrentium,W2622,https://catalog.digitallatin.org/dll-work/W2622
"Isidore, of Seville, Saint",Mappa mundi (Vat. lat. 6018),W2609,https://catalog.digitallatin.org/dll-work/W2609
"Isidore, of Seville, Saint",Mysticorum expositiones sacramentorum seu Quaestiones in Vetus Testamentum,W2675,https://catalog.digitallatin.org/dll-work/W2675
"Isidore, of Seville, Saint",Oratio contra insidias Diaboli (dub.),W4996,https://catalog.digitallatin.org/dll-work/W4996
"Isidore, of Seville, Saint",Prooemia in libros veteris ac novi Testamenti,W2632,https://catalog.digitallatin.org/dll-work/W2632
"Isidore, of Seville, Saint",Regula monachorum,W2628,https://catalog.digitallatin.org/dll-work/W2628
"Isidore, of Seville, Saint",Sententiae,W2636,https://catalog.digitallatin.org/dll-work/W2636
"Isidore, of Seville, Saint",Sententiae differentiarum de activa vita atque contemplativa,W2635,https://catalog.digitallatin.org/dll-work/W2635
"Isidore, of Seville, Saint",Sententiarum liber quartus (appendix ix) (dub.),W2590,https://catalog.digitallatin.org/dll-work/W2590
"Isidore, of Seville, Saint",Sermones (dub.),W2674,https://catalog.digitallatin.org/dll-work/W2674
"Isidore, of Seville, Saint",Synonyma,W2642,https://catalog.digitallatin.org/dll-work/W2642
"Isidore, of Seville, Saint",Testimonia divinae scripturae et patrum (dub.),W2608,https://catalog.digitallatin.org/dll-work/W2608
"Iunius Arulenus Rusticus, Quintus -93",Laudes Thraseae Paeti,W2955,https://catalog.digitallatin.org/dll-work/W2955
"Ivo, Saint, Bishop of Chartres",Epistolae ad litem investiturarum spectantes,W2473,https://catalog.digitallatin.org/dll-work/W2473
"Jacobus, de Voragine, 1229-1298",Legenda aurea,W1847,https://catalog.digitallatin.org/dll-work/W1847
"Jacopone, da Todi, 1230-1306",Stabat Mater,W643,https://catalog.digitallatin.org/dll-work/W643
"Jacques, de Vitry, 1170-1240",Epistulae,W4516,https://catalog.digitallatin.org/dll-work/W4516
"Jacques, de Vitry, 1170-1240",Historia occidentalis,W4475,https://catalog.digitallatin.org/dll-work/W4475
"Jacques, de Vitry, 1170-1240",Historia orientalis,W4509,https://catalog.digitallatin.org/dll-work/W4509
"Jacques, de Vitry, 1170-1240",Sermones uulgares uel ad status (prologus et sermones I-XXXVI),W4492,https://catalog.digitallatin.org/dll-work/W4492
"Jacques, de Vitry, 1170-1240",Vita Mariae de Oegnies,W4473,https://catalog.digitallatin.org/dll-work/W4473
"Jansenius, Cornelius, 1585-1638",Augustinus,W178,https://catalog.digitallatin.org/dll-work/W178
"Janus, Secundus",Basia,W1609,https://catalog.digitallatin.org/dll-work/W1609
Javolenus Priscus,Iurisprudentia,W1798,https://catalog.digitallatin.org/dll-work/W1798
"Jerome, of Moravia, active 1272-1304",Tractatus de musica,W3447,https://catalog.digitallatin.org/dll-work/W3447
"Jerome, Saint, 419 or 420",Abdias,W924,https://catalog.digitallatin.org/dll-work/W924
"Jerome, Saint, 419 or 420",Aduersus Heluidium de Mariae uirginitate perpetua,W1062,https://catalog.digitallatin.org/dll-work/W1062
"Jerome, Saint, 419 or 420",Aduersus Iouinianum,W1069,https://catalog.digitallatin.org/dll-work/W1069
"Jerome, Saint, 419 or 420",Aggaeus ,W931,https://catalog.digitallatin.org/dll-work/W931
"Jerome, Saint, 419 or 420",Altercatio Luciferiani et Orthodoxi,W5259,https://catalog.digitallatin.org/dll-work/W5259
"Jerome, Saint, 419 or 420",Amos,W915,https://catalog.digitallatin.org/dll-work/W915
"Jerome, Saint, 419 or 420",Apocalypsis,W853,https://catalog.digitallatin.org/dll-work/W853
"Jerome, Saint, 419 or 420",Apologia aduersus libros Rufini,W1110,https://catalog.digitallatin.org/dll-work/W1110
"Jerome, Saint, 419 or 420",Baruch,W917,https://catalog.digitallatin.org/dll-work/W917
"Jerome, Saint, 419 or 420",Biblia sacra iuxta Vulgatam versionem (Appendix),W864,https://catalog.digitallatin.org/dll-work/W864
"Jerome, Saint, 419 or 420",Biblia sacra iuxta Vulgatam versionem (Novum Testamentum),W855,https://catalog.digitallatin.org/dll-work/W855
"Jerome, Saint, 419 or 420",Biblia sacra iuxta Vulgatam versionem (Vetus Testamentum),W887,https://catalog.digitallatin.org/dll-work/W887
"Jerome, Saint, 419 or 420",Biblia Sacra Vulgata,W848,https://catalog.digitallatin.org/dll-work/W848
"Jerome, Saint, 419 or 420",Canones poenitentiales,W1084,https://catalog.digitallatin.org/dll-work/W1084
"Jerome, Saint, 419 or 420",Canticum Canticorum ,W912,https://catalog.digitallatin.org/dll-work/W912
"Jerome, Saint, 419 or 420",Commentaria in Abacuc,W1059,https://catalog.digitallatin.org/dll-work/W1059
"Jerome, Saint, 419 or 420",Commentaria in Abdiam,W1067,https://catalog.digitallatin.org/dll-work/W1067
"Jerome, Saint, 419 or 420",Commentaria in Aggaeum,W5257,https://catalog.digitallatin.org/dll-work/W5257
"Jerome, Saint, 419 or 420",Commentaria in Amos,W1052,https://catalog.digitallatin.org/dll-work/W1052
"Jerome, Saint, 419 or 420",Commentaria in Canticum Debborae,W1083,https://catalog.digitallatin.org/dll-work/W1083
"Jerome, Saint, 419 or 420",Commentaria in Epistolam ad Ephesios,W1058,https://catalog.digitallatin.org/dll-work/W1058
"Jerome, Saint, 419 or 420",Commentaria in Epistolam ad Galatas,W1065,https://catalog.digitallatin.org/dll-work/W1065
"Jerome, Saint, 419 or 420",Commentaria in Epistolam ad Philemonem.,W1073,https://catalog.digitallatin.org/dll-work/W1073
"Jerome, Saint, 419 or 420",Commentaria in Epistolam ad Titum,W1051,https://catalog.digitallatin.org/dll-work/W1051
"Jerome, Saint, 419 or 420",Commentaria in Jeremiam,W1112,https://catalog.digitallatin.org/dll-work/W1112
"Jerome, Saint, 419 or 420",Commentaria in Joelem,W1086,https://catalog.digitallatin.org/dll-work/W1086
"Jerome, Saint, 419 or 420",Commentaria in Jonam,W1063,https://catalog.digitallatin.org/dll-work/W1063
"Jerome, Saint, 419 or 420",Commentaria in librum Job,W1070,https://catalog.digitallatin.org/dll-work/W1070
"Jerome, Saint, 419 or 420",Commentaria in Malachiam,W5258,https://catalog.digitallatin.org/dll-work/W5258
"Jerome, Saint, 419 or 420",Commentaria in Michaeam,W1111,https://catalog.digitallatin.org/dll-work/W1111
"Jerome, Saint, 419 or 420",Commentaria in Naum,W1085,https://catalog.digitallatin.org/dll-work/W1085
"Jerome, Saint, 419 or 420",Commentaria in Osee,W1061,https://catalog.digitallatin.org/dll-work/W1061
"Jerome, Saint, 419 or 420",Commentaria in Pauli Epistolas,W1072,https://catalog.digitallatin.org/dll-work/W1072
"Jerome, Saint, 419 or 420",Commentaria in Sophoniam,W1077,https://catalog.digitallatin.org/dll-work/W1077
"Jerome, Saint, 419 or 420",Commentaria in XII Prophetas Minoras,W1053,https://catalog.digitallatin.org/dll-work/W1053
"Jerome, Saint, 419 or 420",Commentaria in Zachariam,W1056,https://catalog.digitallatin.org/dll-work/W1056
"Jerome, Saint, 419 or 420",Commentarii in Danielem,W1091,https://catalog.digitallatin.org/dll-work/W1091
"Jerome, Saint, 419 or 420",Commentarii in euangelium Matthaei,W1068,https://catalog.digitallatin.org/dll-work/W1068
"Jerome, Saint, 419 or 420",Commentarii in Ezechielem,W1076,https://catalog.digitallatin.org/dll-work/W1076
"Jerome, Saint, 419 or 420",Commentarii in Isaiam,W1080,https://catalog.digitallatin.org/dll-work/W1080
"Jerome, Saint, 419 or 420",Commentarii in IV epistulas Paulinas,W1054,https://catalog.digitallatin.org/dll-work/W1054
"Jerome, Saint, 419 or 420",Commentarii in prophetas minores,W1088,https://catalog.digitallatin.org/dll-work/W1088
"Jerome, Saint, 419 or 420",Commentarioli in psalmos,W1066,https://catalog.digitallatin.org/dll-work/W1066
"Jerome, Saint, 419 or 420",Commentarius in Ecclesiasten,W1075,https://catalog.digitallatin.org/dll-work/W1075
"Jerome, Saint, 419 or 420",Commentarius In Evangelium Secundum Marcum [Incertus],W1078,https://catalog.digitallatin.org/dll-work/W1078
"Jerome, Saint, 419 or 420",Contra Iohannem,W1003,https://catalog.digitallatin.org/dll-work/W1003
"Jerome, Saint, 419 or 420",Contra Vigilantium,W1013,https://catalog.digitallatin.org/dll-work/W1013
"Jerome, Saint, 419 or 420",Daniel ,W937,https://catalog.digitallatin.org/dll-work/W937
"Jerome, Saint, 419 or 420",De Benedictionibus Jacob patriarchae,W1041,https://catalog.digitallatin.org/dll-work/W1041
"Jerome, Saint, 419 or 420",De decem Tentationibus populi Israel in deserto,W1050,https://catalog.digitallatin.org/dll-work/W1050
"Jerome, Saint, 419 or 420",De Deo et nominibus ejus (dub.),W872,https://catalog.digitallatin.org/dll-work/W872
"Jerome, Saint, 419 or 420","De exodo, in uigilia Paschae",W1021,https://catalog.digitallatin.org/dll-work/W1021
"Jerome, Saint, 419 or 420",De formis Hebraicarum litterarum,W1000,https://catalog.digitallatin.org/dll-work/W1000
"Jerome, Saint, 419 or 420",De Nominibus Hebraicis,W1010,https://catalog.digitallatin.org/dll-work/W1010
"Jerome, Saint, 419 or 420",De persecutione christianorum,W1037,https://catalog.digitallatin.org/dll-work/W1037
"Jerome, Saint, 419 or 420",De Situ et Nominibus Locorum Hebraicorum,W1047,https://catalog.digitallatin.org/dll-work/W1047
"Jerome, Saint, 419 or 420",De uiris illustribus,W1018,https://catalog.digitallatin.org/dll-work/W1018
"Jerome, Saint, 419 or 420",De vitis apostolorum,W997,https://catalog.digitallatin.org/dll-work/W997
"Jerome, Saint, 419 or 420",Deuteronomium ,W932,https://catalog.digitallatin.org/dll-work/W932
"Jerome, Saint, 419 or 420",Dialogi contra Pelagianos libri III,W1007,https://catalog.digitallatin.org/dll-work/W1007
"Jerome, Saint, 419 or 420",Didymi de Spiritu Sancto,W1034,https://catalog.digitallatin.org/dll-work/W1034
"Jerome, Saint, 419 or 420",Ecclesiastes ,W946,https://catalog.digitallatin.org/dll-work/W946
"Jerome, Saint, 419 or 420",Epistola Ad Constantinum [Incertus],W1044,https://catalog.digitallatin.org/dll-work/W1044
"Jerome, Saint, 419 or 420",Epistola ad Desiderium de duodecim doctoribus,W1015,https://catalog.digitallatin.org/dll-work/W1015
"Jerome, Saint, 419 or 420",Epistula ad Praesidium,W1024,https://catalog.digitallatin.org/dll-work/W1024
"Jerome, Saint, 419 or 420",Epistula Iacobi ,W5254,https://catalog.digitallatin.org/dll-work/W5254
"Jerome, Saint, 419 or 420",Epistula Iohannis I ,W866,https://catalog.digitallatin.org/dll-work/W866
"Jerome, Saint, 419 or 420",Epistula Iohannis II ,W874,https://catalog.digitallatin.org/dll-work/W874
"Jerome, Saint, 419 or 420",Epistula Iohannis III ,W5253,https://catalog.digitallatin.org/dll-work/W5253
"Jerome, Saint, 419 or 420",Epistula Iudae ,W885,https://catalog.digitallatin.org/dll-work/W885
"Jerome, Saint, 419 or 420",Epistula Pauli ad Colossenses ,W860,https://catalog.digitallatin.org/dll-work/W860
"Jerome, Saint, 419 or 420",Epistula Pauli ad Corinthios I ,W935,https://catalog.digitallatin.org/dll-work/W935
"Jerome, Saint, 419 or 420",Epistula Pauli ad Corinthios II ,W902,https://catalog.digitallatin.org/dll-work/W902
"Jerome, Saint, 419 or 420",Epistula Pauli ad Ephesios ,W883,https://catalog.digitallatin.org/dll-work/W883
"Jerome, Saint, 419 or 420",Epistula Pauli ad Galatas ,W5252,https://catalog.digitallatin.org/dll-work/W5252
"Jerome, Saint, 419 or 420",Epistula Pauli ad Hebraeos ,W875,https://catalog.digitallatin.org/dll-work/W875
"Jerome, Saint, 419 or 420",Epistula Pauli ad Laodicenses ,W889,https://catalog.digitallatin.org/dll-work/W889
"Jerome, Saint, 419 or 420",Epistula Pauli ad Philemonem ,W867,https://catalog.digitallatin.org/dll-work/W867
"Jerome, Saint, 419 or 420",Epistula Pauli ad Philippenses ,W851,https://catalog.digitallatin.org/dll-work/W851
"Jerome, Saint, 419 or 420",Epistula Pauli ad Romanos ,W925,https://catalog.digitallatin.org/dll-work/W925
"Jerome, Saint, 419 or 420",Epistula Pauli ad Thessalonicenses I ,W869,https://catalog.digitallatin.org/dll-work/W869
"Jerome, Saint, 419 or 420",Epistula Pauli ad Thessalonicenses II ,W847,https://catalog.digitallatin.org/dll-work/W847
"Jerome, Saint, 419 or 420",Epistula Pauli ad Timotheum I ,W879,https://catalog.digitallatin.org/dll-work/W879
"Jerome, Saint, 419 or 420",Epistula Pauli ad Timotheum II ,W849,https://catalog.digitallatin.org/dll-work/W849
"Jerome, Saint, 419 or 420",Epistula Pauli ad Titum ,W858,https://catalog.digitallatin.org/dll-work/W858
"Jerome, Saint, 419 or 420",Epistula Petri I ,W888,https://catalog.digitallatin.org/dll-work/W888
"Jerome, Saint, 419 or 420",Epistula Petri II ,W857,https://catalog.digitallatin.org/dll-work/W857
"Jerome, Saint, 419 or 420",Epistulae,W1004,https://catalog.digitallatin.org/dll-work/W1004
"Jerome, Saint, 419 or 420",Esther ,W914,https://catalog.digitallatin.org/dll-work/W914
"Jerome, Saint, 419 or 420",Eusebii Caesariensis Chronicon: Hieronymi continuatio,W1014,https://catalog.digitallatin.org/dll-work/W1014
"Jerome, Saint, 419 or 420",Evangelium secundum Iohannem ,W969,https://catalog.digitallatin.org/dll-work/W969
"Jerome, Saint, 419 or 420",Evangelium secundum Lucam ,W968,https://catalog.digitallatin.org/dll-work/W968
"Jerome, Saint, 419 or 420",Evangelium secundum Marcum ,W962,https://catalog.digitallatin.org/dll-work/W962
"Jerome, Saint, 419 or 420",Evangelium secundum Matthaeum ,W928,https://catalog.digitallatin.org/dll-work/W928
"Jerome, Saint, 419 or 420",Exodus ,W942,https://catalog.digitallatin.org/dll-work/W942
"Jerome, Saint, 419 or 420",Expositio interlinearis in librum Job,W1042,https://catalog.digitallatin.org/dll-work/W1042
"Jerome, Saint, 419 or 420",Expositio Quatuor Evangeliorum [Incertus],W5255,https://catalog.digitallatin.org/dll-work/W5255
"Jerome, Saint, 419 or 420",Ezechiel ,W927,https://catalog.digitallatin.org/dll-work/W927
"Jerome, Saint, 419 or 420",Genesis ,W903,https://catalog.digitallatin.org/dll-work/W903
"Jerome, Saint, 419 or 420",Habacuc ,W913,https://catalog.digitallatin.org/dll-work/W913
"Jerome, Saint, 419 or 420",Hieremias ,W5251,https://catalog.digitallatin.org/dll-work/W5251
"Jerome, Saint, 419 or 420",Homilia de natiuitate Domini,W1022,https://catalog.digitallatin.org/dll-work/W1022
"Jerome, Saint, 419 or 420",Homilia in euangelium secundum Matthaeum,W1001,https://catalog.digitallatin.org/dll-work/W1001
"Jerome, Saint, 419 or 420",Homilia in Iohannem euangelistam,W1011,https://catalog.digitallatin.org/dll-work/W1011
"Jerome, Saint, 419 or 420","Homilia in Lucam, de Lazaro et diuite",W1039,https://catalog.digitallatin.org/dll-work/W1039
"Jerome, Saint, 419 or 420",Homilia in Monachos,W1048,https://catalog.digitallatin.org/dll-work/W1048
"Jerome, Saint, 419 or 420",Homiliae in Cantica Canticorum,W1019,https://catalog.digitallatin.org/dll-work/W1019
"Jerome, Saint, 419 or 420",Homiliae novem in Visiones Iesaiae,W998,https://catalog.digitallatin.org/dll-work/W998
"Jerome, Saint, 419 or 420",Homiliae Origenis XXVIII,W1008,https://catalog.digitallatin.org/dll-work/W1008
"Jerome, Saint, 419 or 420",Homiliae XIV In Ezechielem,W1035,https://catalog.digitallatin.org/dll-work/W1035
"Jerome, Saint, 419 or 420",Homiliae XIV In Jeremiam,W1045,https://catalog.digitallatin.org/dll-work/W1045
"Jerome, Saint, 419 or 420","In die dominica Paschae, I",W1016,https://catalog.digitallatin.org/dll-work/W1016
"Jerome, Saint, 419 or 420","In die dominica Paschae, II",W1025,https://catalog.digitallatin.org/dll-work/W1025
"Jerome, Saint, 419 or 420",In Esaia paruula adbreuiatio,W1005,https://catalog.digitallatin.org/dll-work/W1005
"Jerome, Saint, 419 or 420",In Hieremiam prophetam libri VI,W970,https://catalog.digitallatin.org/dll-work/W970
"Jerome, Saint, 419 or 420",In Lamentationes Jeremiae,W1043,https://catalog.digitallatin.org/dll-work/W1043
"Jerome, Saint, 419 or 420","In psalmum XXXXI, ad neophytos",W5256,https://catalog.digitallatin.org/dll-work/W5256
"Jerome, Saint, 419 or 420",Indiculus de haeresibus (dub.),W891,https://catalog.digitallatin.org/dll-work/W891
"Jerome, Saint, 419 or 420",Instituta S. Pachomi,W1023,https://catalog.digitallatin.org/dll-work/W1023
"Jerome, Saint, 419 or 420","Interpretatio homiliarum duarum Origenis in Canticum, ad Damasum papam",W1002,https://catalog.digitallatin.org/dll-work/W1002
"Jerome, Saint, 419 or 420",Iob ,W923,https://catalog.digitallatin.org/dll-work/W923
"Jerome, Saint, 419 or 420",Ioel ,W953,https://catalog.digitallatin.org/dll-work/W953
"Jerome, Saint, 419 or 420",Ionas ,W934,https://catalog.digitallatin.org/dll-work/W934
"Jerome, Saint, 419 or 420",Iosue ,W904,https://catalog.digitallatin.org/dll-work/W904
"Jerome, Saint, 419 or 420",Isaias ,W893,https://catalog.digitallatin.org/dll-work/W893
"Jerome, Saint, 419 or 420",Iudith,W951,https://catalog.digitallatin.org/dll-work/W951
"Jerome, Saint, 419 or 420",Lamentationes ,W958,https://catalog.digitallatin.org/dll-work/W958
"Jerome, Saint, 419 or 420",Leviticus ,W910,https://catalog.digitallatin.org/dll-work/W910
"Jerome, Saint, 419 or 420",Liber Actuum Apostolorum,W886,https://catalog.digitallatin.org/dll-work/W886
"Jerome, Saint, 419 or 420",Liber Comitis,W1012,https://catalog.digitallatin.org/dll-work/W1012
"Jerome, Saint, 419 or 420",Liber De Expositione Psalmorum,W1040,https://catalog.digitallatin.org/dll-work/W1040
"Jerome, Saint, 419 or 420",Liber de perpetua virginitate B. Mariae,W1049,https://catalog.digitallatin.org/dll-work/W1049
"Jerome, Saint, 419 or 420",Liber Esdrae (sive Ezrae) III,W871,https://catalog.digitallatin.org/dll-work/W871
"Jerome, Saint, 419 or 420",Liber Esdrae (sive Ezrae) IIII,W878,https://catalog.digitallatin.org/dll-work/W878
"Jerome, Saint, 419 or 420",Liber Esdrae (sive Ezrae) primus,W926,https://catalog.digitallatin.org/dll-work/W926
"Jerome, Saint, 419 or 420",Liber Esdrae (sive Ezrae) secundus,W936,https://catalog.digitallatin.org/dll-work/W936
"Jerome, Saint, 419 or 420",Liber Iesu filii Sirach sive Ecclesiasticus ,W930,https://catalog.digitallatin.org/dll-work/W930
"Jerome, Saint, 419 or 420",Liber interpretationis hebraicorum nominum,W1020,https://catalog.digitallatin.org/dll-work/W1020
"Jerome, Saint, 419 or 420",Liber Iudicum,W944,https://catalog.digitallatin.org/dll-work/W944
"Jerome, Saint, 419 or 420",Liber Nominum Graecorum ex Actis,W999,https://catalog.digitallatin.org/dll-work/W999
"Jerome, Saint, 419 or 420",Liber primus Macchabaeorum ,W909,https://catalog.digitallatin.org/dll-work/W909
"Jerome, Saint, 419 or 420",Liber primus Paralipomenon,W956,https://catalog.digitallatin.org/dll-work/W956
"Jerome, Saint, 419 or 420",Liber Proverbiorum,W905,https://catalog.digitallatin.org/dll-work/W905
"Jerome, Saint, 419 or 420",Liber Psalmorum,W933,https://catalog.digitallatin.org/dll-work/W933
"Jerome, Saint, 419 or 420",Liber quaestionum hebraicarum in Genesim,W1009,https://catalog.digitallatin.org/dll-work/W1009
"Jerome, Saint, 419 or 420",Liber Regum quartus,W5250,https://catalog.digitallatin.org/dll-work/W5250
"Jerome, Saint, 419 or 420",Liber Regum sive Samuelis primus,W919,https://catalog.digitallatin.org/dll-work/W919
"Jerome, Saint, 419 or 420",Liber Regum sive Samuelis secundus,W929,https://catalog.digitallatin.org/dll-work/W929
"Jerome, Saint, 419 or 420",Liber Regum tertius,W938,https://catalog.digitallatin.org/dll-work/W938
"Jerome, Saint, 419 or 420",Liber Sapientiae ,W920,https://catalog.digitallatin.org/dll-work/W920
"Jerome, Saint, 419 or 420",Liber secundus Macchabaeorum ,W918,https://catalog.digitallatin.org/dll-work/W918
"Jerome, Saint, 419 or 420",Liber secundus Paralipomenon,W916,https://catalog.digitallatin.org/dll-work/W916
"Jerome, Saint, 419 or 420",Liber tertius aduersus libros Rufini,W1036,https://catalog.digitallatin.org/dll-work/W1036
"Jerome, Saint, 419 or 420",Malachias ,W5249,https://catalog.digitallatin.org/dll-work/W5249
"Jerome, Saint, 419 or 420",Martyrologium,W1046,https://catalog.digitallatin.org/dll-work/W1046
"Jerome, Saint, 419 or 420",Michas ,W906,https://catalog.digitallatin.org/dll-work/W906
"Jerome, Saint, 419 or 420",Monita S. Pachomii,W1017,https://catalog.digitallatin.org/dll-work/W1017
"Jerome, Saint, 419 or 420",Nahum ,W947,https://catalog.digitallatin.org/dll-work/W947
"Jerome, Saint, 419 or 420",Numeri ,W922,https://catalog.digitallatin.org/dll-work/W922
"Jerome, Saint, 419 or 420",Oratio Manasse ,W862,https://catalog.digitallatin.org/dll-work/W862
"Jerome, Saint, 419 or 420",Osee ,W908,https://catalog.digitallatin.org/dll-work/W908
"Jerome, Saint, 419 or 420",PP. Pachomii et Theodori Epistolae et verba mystica,W1026,https://catalog.digitallatin.org/dll-work/W1026
